date,climate_sentence_count,climate_sentences
1988-09-25,19,The Governor was for a nuclear freeze that would have locked in a thousand Soviet intermediate nuclear force weapons and zero for the West.
1988-09-25,19,"And because we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age."
1988-09-25,19,"Now, we're sitting down and talking to the Soviets about strategic arms, and he wants to do away with the Midgetman and the MX, the modernization or our nuclear capability."
1988-09-25,19,"And under me, when I lead this country, the Secretary of Defense is going to have to make the choices, between how we keep, how we protect the survivability of our nuclear deployment on the Midgetman missile, or on the Minuteman, whatever it is."
1988-09-25,19,What we're talking about is a combination of a strong and effective and credible nuclear deterrent.
1988-09-25,19,"And we want to pursue that plan in a way which will bring down the level of nuclear armament, will build a more stable and more peaceful world while making choices here at home."
1988-09-25,19,"We need a strong, credible, effective nuclear deterrent."
1988-09-25,19,"We have 13,000 strategic nuclear warheads right now on land, on sea and in the air, enough to blow up the Soviet Union 40 times over."
1988-09-25,19,Two questions: How do you deter nuclear attack without modernizing our nuclear forces when the Soviets are modernizing and how come you spend—willing to spend a dime on something that you consider a fantasy and a fraud.
1988-09-25,19,"I think it's going to require a combination of supply management and reasonable price supports to make sure that our farmers get a decent price and I think it also is going to require an administration that understand that there are tremendous opportunities out there for the development of new uses for agricultural products, new uses which can help us to clean up our environment at the same time."
1988-09-25,19,"I think it's going to require a combination of supply management and reasonable price supports to make sure that our farmers get a decent price and I think it also is going to require an administration that understand that there are tremendous opportunities out there for the development of new uses for agricultural products, new uses which can help us to clean up our environment at the same time."
1988-09-25,19,BUSH: I talked in New Orleans about a gentler and kinder nation and I have made specific proposals on education and the environment and on ethics and energy and how we do better in battling crime in our country.
1988-09-25,19,"It's one that we will solve and must solve, with a clean and wholesome environment and with a strong America that's strong militarily and economically as we must be, an America that provides strong international leadership because we're true to our values."
1988-09-25,19,"It's one that we will solve and must solve, with a clean and wholesome environment and with a strong America that's strong militarily and economically as we must be, an America that provides strong international leadership because we're true to our values."
1983-01-25,2,"Regulatory reform legislation, a responsible clean air act, and passage of enterprise zone legislation will also create new incentives for jobs and opportunity."
1983-01-25,2,"In the case of intermediate-range nuclear forces, we have proposed the complete elimination of the entire class of land-based missiles."
2023-02-07,8,"These projects will put hundreds of thousands of people to work rebuilding our highways, bridges, railroads, tunnels, ports and airports, clean water, and high-speed internet across America."
2023-02-07,8,"We’re also replacing poisonous lead pipes that go into 10 million homes and 400,000 schools and childcare centers, so every child in America can drink clean water."
